diet,education,ethnicity,religion,speaks
anything,graduated from college/university,"asian, pacific islander, white",christianity,"english (fluently), spanish (poorly)"
vegetarian,graduated from high school,white,christianity,english (fluently)
anything,graduated from college/university,white,christianity,"english (fluently), spanish (poorly)"
anything,graduated from college/university,black,christianity,"english (fluently), spanish (okay)"
vegetarian,graduated from high school,"native american, hispanic / latin, white, other",atheism,english
anything,graduated from college/university,white,christianity,english
anything,graduated from college/university,white,christianity,english (fluently)
anything,graduated from college/university,white,christianity,english (fluently)
vegan,graduated from high school,"white, other",atheism,"english (okay), c++"
other,graduated from college/university,white,catholicism,english
anything,graduated from masters program,"black, other",christianity,"english (fluently), spanish (poorly)"
anything,graduated from college/university,white,atheism,"english (fluently), japanese (poorly), spanish (poorly)"
anything,graduated from college/university,white,agnosticism,english
anything,graduated from high school,hispanic / latin,christianity,"english (fluently), spanish (okay), sign language (poorly)"
anything,graduated from high school,white,other,english (fluently)
anything,graduated from masters program,hispanic / latin,catholicism,"english (fluently), portuguese (fluently), german (fluently), spanish (fluently), chinese (okay)"
anything,graduated from masters program,white,catholicism,"english (fluently), french (fluently), portuguese (fluently), italian (fluently), german (fluently)"
vegetarian,graduated from college/university,"hispanic / latin, white, other",other,"english (fluently), portuguese (fluently), spanish (okay), italian (poorly)"
anything,graduated from college/university,white,other,english (fluently)
anything,graduated from college/university,white,atheism,english (fluently)
anything,graduated from college/university,hispanic / latin,catholicism,"english (fluently), spanish (fluently)"
anything,graduated from college/university,"hispanic / latin, white",agnosticism,"english (poorly), spanish (poorly)"
other,graduated from masters program,white,atheism,english
anything,graduated from college/university,white,agnosticism,english (fluently)
anything,graduated from college/university,asian,christianity,"english (fluently), french (okay), korean (poorly)"
vegan,graduated from college/university,white,agnosticism,"english, italian (poorly)"
anything,graduated from high school,white,other,"english (fluently), hungarian (fluently)"
anything,graduated from high school,white,other,english
other,graduated from high school,"black, white",christianity,english
anything,graduated from high school,black,christianity,english
anything,graduated from college/university,white,other,"english, english (fluently)"
vegetarian,graduated from college/university,white,judaism,"english (okay), russian (fluently), ukrainian (okay)"
vegetarian,graduated from masters program,white,atheism,"english (fluently), spanish (okay)"
anything,graduated from college/university,asian,catholicism,english
anything,graduated from college/university,asian,atheism,"english (fluently), chinese (okay), malay (okay)"
anything,graduated from college/university,white,catholicism,english
anything,graduated from high school,hispanic / latin,catholicism,"english (fluently), spanish (fluently)"
anything,graduated from high school,"pacific islander, white",atheism,english
vegetarian,graduated from college/university,white,other,"english (fluently), french (okay)"
anything,graduated from college/university,"hispanic / latin, white",agnosticism,english
anything,graduated from high school,white,agnosticism,english (fluently)
vegetarian,graduated from college/university,white,atheism,english (fluently)
anything,graduated from college/university,white,other,"english (fluently), chinese, arabic, sign language, afrikaans"
anything,graduated from college/university,white,atheism,"english (fluently), spanish (poorly)"
anything,graduated from masters program,white,christianity,english
anything,graduated from high school,white,agnosticism,english
anything,graduated from high school,white,other,"english (fluently), spanish (poorly)"
anything,graduated from college/university,asian,agnosticism,"english (fluently), spanish (poorly)"
anything,graduated from college/university,white,atheism,"english (fluently), german (poorly), spanish (poorly)"
